Timestamp,Year,Crop Name,Region_Division,District,Area_Hectare,Yield_per_Hectare_M_Ton,Production _M_Ton  
8/8/2022 23:47:56,2018-2019,Potato,Rajshahi,Pabna,835,14.657,12236
8/8/2022 23:48:50,2018-2019,Potato,Rajshahi,Rajshahi,37508,26.555,996019
8/8/2022 23:50:22,2018-2019,Potato,Rajshahi,Sirajgonj,2905,13.019,37823
8/8/2022 23:51:29,2018-2019,Potato,Rangpur,Dinajpur,48366,19.76,955699
8/8/2022 23:52:14,2018-2019,Potato,Rangpur,Gaibandha,8310,16.889,140338
8/8/2022 23:53:11,2018-2019,Potato,Rangpur,Kurigram,5394,26.017,140342
8/8/2022 23:54:07,2018-2019,Potato,Rangpur,Lalmonirhat,4683,19.05,89216
8/8/2022 23:55:06,2018-2019,Potato,Rangpur,Nilphamari,22379,19.681,440433
8/8/2022 23:56:07,2018-2019,Potato,Rangpur,Panchagar,9300,20.237,188211
8/8/2022 23:57:07,2018-2019,Potato,Rangpur,Rangpur,50380,20.036,1009426
8/8/2022 23:58:01,2018-2019,Potato,Rangpur,Thakurgaon,23647,19.207,454189
8/8/2022 23:58:55,2018-2019,Potato,Sylhet,Hobigonj,1694,13.326,22579
8/8/2022 23:59:52,2018-2019,Potato,Sylhet,Maulavibazar,1988,11.727,23315
8/9/2022 0:01:01,2018-2019,Potato,Sylhet,Sunamgonj,1589,12.901,20.497
8/9/2022 0:01:54,2018-2019,Potato,Sylhet,Sylhet,960,11.645,11178
8/9/2022 0:06:44,2019-2020,Potato,Barisal,Barguna,515,18.277,9416
8/9/2022 0:07:33,2019-2020,Potato,Barisal,Barisal,542,19.947,10809
8/9/2022 0:08:32,2019-2020,Potato,Barisal,Bhola,6093,20.686,126032
8/9/2022 0:09:30,2019-2020,Potato,Barisal,Jhalakathi,346,18.583,6430
8/9/2022 0:10:13,2019-2020,Potato,Barisal,Patuakhali,433,20.567,8898
8/9/2022 0:10:55,2019-2020,Potato,Barisal,Pirojpur,900,16.715,15044
8/9/2022 0:12:37,2019-2020,Potato,Chittagong,Bandarban,576,9.232,5320
8/9/2022 0:13:28,2019-2020,Potato,Chittagong,Brahmanbaria,1696,14,23750
8/9/2022 0:14:26,2019-2020,Potato,Chittagong,Comilla,10680,17.435,186208
8/9/2022 0:15:32,2019-2020,Potato,Chittagong,Cox's Bazar,1873,12.404,23235
8/9/2022 0:16:20,2019-2020,Potato,Chittagong,Feni,285,16.525,4705
8/9/2022 0:17:06,2019-2020,Potato,Chittagong,Khagrachari,547,11.434,6258
8/9/2022 0:18:10,2019-2020,Potato,Chittagong,Lakshmipur,246,16.61,4094
8/9/2022 0:19:05,2019-2020,Potato,Chittagong,Noakhali,174,20.97,3656
8/9/2022 0:19:49,2019-2020,Potato,Chittagong,Rangamati,141,11.277,1588
8/9/2022 0:21:04,2019-2020,Potato,Dhaka,Dhaka,1618,20.937,33871
8/9/2022 0:22:08,2019-2020,Potato,Dhaka,Faridpur,347,24.346,8444
8/9/2022 0:22:59,2019-2020,Potato,Dhaka,Gazipur,69,11.915,818
8/9/2022 0:23:58,2019-2020,Potato,Dhaka,Gopalgonj,273,24.482,6688
8/9/2022 0:24:45,2019-2020,Potato,Dhaka,Kishoregonj,5784,13.488,78021
8/9/2022 0:25:37,2019-2020,Potato,Dhaka,Madaripur,761,29.514,22459
8/9/2022 0:26:44,2019-2020,Potato,Dhaka,Manikgonj,1868,20.972,39185
8/9/2022 0:28:19,2019-2020,Potato,Dhaka,Munsigonj,35938,31.901,1146437
8/9/2022 0:29:10,2019-2020,Potato,Dhaka,Narayangonj,2500,26.387,65966
8/9/2022 0:29:51,2019-2020,Potato,Dhaka,Narsingdi,1477,15.588,23029
8/9/2022 0:30:41,2019-2020,Potato,Dhaka,Rajbari,173,18.944,3274
8/9/2022 0:31:34,2019-2020,Potato,Dhaka,Shariatpur,1854,27.495,50984
8/9/2022 0:33:00,2019-2020,Potato,Dhaka,Tangail,3575,13.879,49624
8/9/2022 0:34:26,2019-2020,Potato,Khulna,Bagerhat,331,16.69,5532
8/9/2022 0:35:15,2019-2020,Potato,Khulna,Chuadanga,2185,21.68,47361
8/9/2022 0:36:32,2019-2020,Potato,Khulna,Jessore,2401,21.823,52397
8/9/2022 0:38:07,2019-2020,Potato,Khulna,Jhenaidah,1701,21.993,37408
8/9/2022 0:38:48,2019-2020,Potato,Khulna,Khulna,532,16.994,9037
8/9/2022 0:39:27,2019-2020,Potato,Khulna,Kushtia,2544,21.289,54157
8/9/2022 0:40:02,2019-2020,Potato,Khulna,Magura,27,16.11,440
8/9/2022 0:40:39,2019-2020,Potato,Khulna,Meherpur,1237,23.344,28871
8/9/2022 0:41:23,2019-2020,Potato,Khulna,Narail,51,20.712,1048
8/9/2022 0:42:07,2019-2020,Potato,Khulna,Satkhira,2659,16.547,44002
8/9/2022 0:43:07,2019-2020,Potato,Mymensingh,Jamalpur,5516,18.529,102213
8/9/2022 0:43:57,2019-2020,Potato,Mymensingh,Mymensingh,3920,10.165,39845
8/9/2022 0:44:51,2019-2020,Potato,Mymensingh,Netrokona,1546,10.31,15934
8/9/2022 0:45:48,2019-2020,Potato,Mymensingh,Sherpur,4972,16.412,81608
8/9/2022 0:46:46,2019-2020,Potato,Rajshahi,Bogra,58058,20.151,1169947
8/9/2022 0:47:33,2019-2020,Potato,Rajshahi,Joypurhat,38212,24.348,930380
8/9/2022 0:48:18,2019-2020,Potato,Rajshahi,Noagaon,21163,16.106,340861
8/9/2022 0:48:59,2019-2020,Potato,Rajshahi,Natore,443,22.473,9962
8/9/2022 0:49:39,2019-2020,Potato,Rajshahi,Nawabgonj,1117,17.056,19058
8/9/2022 0:50:28,2019-2020,Potato,Rajshahi,Pabna,834,13.829,11539
8/9/2022 0:51:16,2019-2020,Potato,Rajshahi,Rajshahi,36490,23.921,872871
8/9/2022 0:51:55,2019-2020,Potato,Rajshahi,Sirajgonj,3053,13.999,42735
8/9/2022 0:52:46,2019-2020,Potato,Rangpur,Dinajpur,46836,20.065,939764
8/9/2022 0:53:30,2019-2020,Potato,Rangpur,Gaibandha,8750,18.054,157977
8/9/2022 0:54:12,2019-2020,Potato,Rangpur,Kurigram,5276,25.988,137102
8/9/2022 0:55:04,2019-2020,Potato,Rangpur,Lalmonirhat,4835,18.984,91785
8/9/2022 0:55:44,2019-2020,Potato,Rangpur,Nilphamari,21882,19.085,417616
8/9/2022 0:56:24,2019-2020,Potato,Rangpur,Panchagar,9868,19.66,194009
8/9/2022 0:57:08,2019-2020,Potato,Rangpur,Rangpur,49928,19.669,982022
8/9/2022 0:58:03,2019-2020,Potato,Rangpur,Thakurgaon,23894,20.079,479752
8/9/2022 0:58:45,2019-2020,Potato,Sylhet,Hobigonj,1543,13.838,21353
8/9/2022 0:59:30,2019-2020,Potato,Sylhet,Maulavibazar,1945,11.301,21979
8/9/2022 1:00:08,2019-2020,Potato,Sylhet,Sunamgonj,1622,16.664,27036
8/9/2022 1:00:43,2019-2020,Potato,Sylhet,Sylhet,785,13.104,10283
